locus_tag	localization	sense_tags	annotation	antisense_tags	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU3597	Chr	slr0752	phosphopyruvate hydratase	NA	1086.8253727893057	-0.3816040050367236	0.20594780800145487	-1.8529160797575852	0.06389438799559438	0.3342452088786874
TU1900	Chr	NA	NA	smr0011; slr1469; slr1470; slr1471; slr1472	15.4463649554869	0.7614809999768625	0.411169762944618	1.8519868643147994	0.06402770917861089	0.3343722283737212
TU2433	Chr	NA	NA	slr0186; slr0359	75.21449309669819	-0.39747373309687106	0.21475573588943841	-1.850817774206042	0.06419577312699896	0.3343722283737212
TU3409	Chr	sll0897; ssl1707; sll0898	DnaJ protein; heat shock protein 40; molecular cha perone ; hypothetical protein ; hypothetical protein	ssr1562	705.7657196134376	0.26374415620214975	0.14248245712837615	1.8510640644308742	0.06416033713147037	0.3343722283737212
TU2067	Chr	sll0921	NarL subfamily protein	slr1697	265.2662758579283	0.2616440860352451	0.14149612973558107	1.84912538967807	0.0644397089782914	0.33516055531812483
TU1763	Chr	sll0807; SyR48	pentose-5-phosphate-3-epimerase ; ncRNA	slr0821	3575.8352581018385	0.15955262404524181	0.08636865294979802	1.8473441300280802	0.06469728094528637	0.3360174419253037
TU2131	Chr	NA	NA	slr1635; slr1636	96.22967410871676	-0.4740597070528858	0.2570283959639787	-1.8443865133069695	0.0651268313937361	0.33776379605347373
TU392	Chr	NA	NA	sll0654; ncl0120; sll0656	291.90567772208516	-0.34707910740548004	0.1883843231392466	-1.8423990999979982	0.06541679335596899	0.3387822488535161
TU2678	Chr	NA	NA	sll0405; sll0406	150.71048107378118	-0.31880988864358634	0.17310249618513696	-1.8417405622077923	0.06551310796080946	0.33879635831161464
TU58	Chr	NA	NA	slr1113; slr1114; slr1115; slr1116; slr1117	55.475607429662034	-0.586204591069766	0.3187652578744411	-1.8389851986337449	0.06591736314326037	0.3404006484716156
TU1094	Chr	ssr2406	unknown protein	sll1360	320.7899720869936	-0.25567874688157766	0.13919292557996513	-1.8368659600784987	0.0662296855489438	0.34055605353292123
TU465	Chr	NA	NA	ncl0150; sll1503; sll1504; sll1505	29.69866830387987	-0.6893882762986792	0.37526957949145745	-1.837048122133684	0.06620279164157186	0.34055605353292123
TU5128	pSYSM	NA	NA	slr5126; slr5127	70.38661589426692	-0.3700350911399485	0.20134272878275267	-1.8378368733604165	0.06608644637435158	0.34055605353292123
TU107	Chr	slr0729; slr0730; slr0731	hypothetical protein ; hypothetical protein ; hypothetical protein	sll0704	1476.0328246638185	0.1863300894411519	0.10188175624959409	1.8288857230206441	0.06741672945062069	0.3459734688153643
TU2891	Chr	slr0201	heterodisulfide reductase subunit B	ssl0353	318.9007330800094	0.2694551725129449	0.14741532412341715	1.8278640576562792	0.06756995647858081	0.3459734688153643
TU3595	Chr	sll0733	unknown protein	slr0749; ssr1251; slr0750; slr0751	554.6147397223658	-0.30823910522745473	0.16857998654140938	-1.828444239148993	0.06748290707122447	0.3459734688153643
TU2468	Chr	NA	NA	slr0378; slr0379	109.17824597864058	0.33122600011823905	0.18141055819036803	1.825836397960135	0.06787490888450703	0.347044025652423
TU223	Chr	sll1682	alanine dehydrogenase	slr1779; slr1780	132.71369097923494	-0.30000178134007255	0.16440842189918392	-1.8247348759544397	0.06804104760100758	0.3474028100361741
TU2011	Chr	slr1171; smr0014	glutathione peroxidase-like NADPH peroxidase;gluta thione peroxidase ; hypothetical protein	sll1087; sll1089	1224.214707385104	-0.19546500866086258	0.10718350488002831	-1.8236482272122818	0.06820527056549647	0.34744310813569185
TU807	Chr	sml0011	hypothetical protein	SyR50	5263.596466111706	0.3255061830098146	0.17851480942439235	1.8234127692788342	0.0682408977581428	0.34744310813569185
TU2047	Chr	sll1558	mannose-1-phosphate guanylyltransferase	slr1687	649.2461779706587	0.19024600423564544	0.10441783880510112	1.821968414714511	0.06845977831632473	0.34757980014739903
TU2609	Chr	sll0002	penicillin-binding protein 1A	slr0021	719.281776401986	0.26845470556238776	0.14731794301294163	1.8222811157416479	0.06841234205818343	0.34757980014739903
TU1067	Chr	slr1233; ssr2049	succinate dehydrogenase flavoprotein subunit ; unknown protein	NA	754.1125374109214	0.2315937890389671	0.1272469542446839	1.8200340465016873	0.0687538202282228	0.34791073056194466
TU1194	Chr	NA	NA	sll0867; sll0868	19.259358977214077	-0.7284666413850914	0.4002938263420223	-1.819829818615961	0.06878492524100988	0.34791073056194466
TU1777	Chr	sll1261	elongation factor Ts	NA	944.9123068272438	-0.2575759238274265	0.14155294480554448	-1.8196436971429049	0.06881328261943437	0.34791073056194466
TU6096	pSYSX	slr6103	hypothetical protein	NA	262.05430414444476	0.3045720177820736	0.16754194923312185	1.8178851277317112	0.06908169187097327	0.3487806479399208
TU2747	Chr	NA	NA	ncr1350; slr0473; slr0474	235.24637913319523	-0.353639429471079	0.19469739096358732	-1.8163542290981052	0.06931605156602885	0.3494764716838781
TU165	Chr	slr1411	hypothetical protein	sll1321; sll1322; ssl2615; sll1323; sll1324; sll1325; sll1326; sll1327; sll0216	550.2106345820362	0.23088213359632395	0.12741078500553	1.812108241749731	0.0699694731575193	0.3513266049189513
TU1818	Chr	sll1898; sll1899	hypothetical protein ; cytochrome c oxidase folding protein	NA	749.8292252815356	0.28849162941894624	0.15924853740710823	1.8115810299810584	0.07005095828245399	0.3513266049189513
TU244	Chr	slr1793	transaldolase.EF-hand domain-containing protein	NA	825.9587975185495	0.29038312089060037	0.16047898777916703	1.809477520447678	0.07037684941433538	0.3513266049189513
TU2682	Chr	NA	NA	sll0404	18.270586309622097	-0.765885639921204	0.4227352125034057	-1.8117384529802654	0.07002661904921288	0.3513266049189513
TU270	Chr	sll1654; sll1655	hypothetical protein ; similar to biotin [acetyl-CoA-carboxylase] ligase	NA	1480.848391347414	0.43257209920095924	0.2392185965669331	1.8082712021927863	0.07056430159810909	0.3513266049189513
TU3001	Chr	slr0838	phosphoribosylaminoimidazole synthetase	sll0829	87.05842679675037	0.5947642495907672	0.32901749800071756	1.8076979285444268	0.07065352717707087	0.3513266049189513
TU3042	Chr	NA	NA	slr0080	324.9002406954768	-0.24027471742997106	0.1328846461781102	-1.8081450667214178	0.0705839256670308	0.3513266049189513
TU3126	Chr	Yfr1	NA	NA	43.01018809777254	-0.5073195207790093	0.28034571428747934	-1.809621103245333	0.07035456503066626	0.3513266049189513
TU3163	Chr	sll0092; ssl0172	putative transposase [ISY391_c] ; putative transposase [ISY391_c]	slr0118; slr0119	78.05803386175967	-0.327883826544852	0.18124180836206683	-1.8090959779535987	0.07043609383574094	0.3513266049189513
TU33	Chr	NA	NA	sll1404; sll1405; sll1406; sll1407; sll1408	61.82309902685152	-0.39423841985094504	0.21777882824243786	-1.810269726550586	0.0702539693209651	0.3513266049189513
TU1056	Chr	NA	NA	slr1227	220.33411893060352	-0.3277539467248276	0.18144632979710593	-1.8063410105419244	0.07086508965778156	0.35178955661461575
TU2340	Chr	ncl1090	NA	slr1945; ssr3307	404.6798285026759	-0.23218121236082923	0.12857134666907072	-1.8058550242803284	0.07094098793609654	0.35178955661461575
TU3283	Chr	slr0710; slr0711; slr0712	glutamate dehydrogenase (NADP+) ; hypothetical protein ; hypothetical protein	NA	813.7866923039496	0.18962849074416524	0.105155505135575	1.8033149144182306	0.07133877164399438	0.3532781851590419
TU1022	Chr	sll1455	hypothetical protein	slr1552	179.50175349528274	-0.304170910607935	0.16874755856620208	-1.8025203635085743	0.07146357380376492	0.35336660645518686
TU1890	Chr	6803t19	NA	NA	520.3642329347159	0.3204734048739889	0.1779097746291532	1.8013254501727334	0.07165159874860708	0.35336660645518686
TU2084	Chr	slr0947; slr0948	response regulator for energy transfer from phycob ilisomes to photosystems ; hypothetical protein	sll0913	847.6440265363138	0.23034364684771622	0.1278353851849206	1.8018770508221338	0.07156475161691436	0.35336660645518686
TU3709	Chr	slr0603	DNA polymerase III subunit alpha	NA	456.2705730654982	0.1776327005774047	0.09864539758936361	1.8007195968416663	0.07174708722225479	0.35336660645518686
TU1725	Chr	slr0804; slr0806	probable D-alanyl-D-alanine carboxypeptidase ; hypothetical protein	sll0819; sml0008	2565.93593104291	0.17468179530004593	0.09709256162786825	1.7991264456442915	0.07199868121844692	0.3536434545600785
TU2096	Chr	NA	NA	slr0952; slr0953; ncr0960	29.204976357332498	-0.6905517103529141	0.383779875883398	-1.7993432010039032	0.07196440831621598	0.3536434545600785
TU2105	Chr	slr0959	hypothetical protein	NA	276.198441790735	0.30277068857843337	0.16866576864343213	1.7950926913836662	0.07263893303218502	0.3563047934641054
TU1910	Chr	NA	NA	slr1476	557.4067249315838	0.24152165677052223	0.13474539275682484	1.7924297954023305	0.07306414556781213	0.35652684587380795
TU3139	Chr	NA	NA	sll0107	120.41204181214438	-0.4488259160666826	0.25036290519492094	-1.792701341747283	0.07302069187579258	0.35652684587380795
TU734	Chr	NA	NA	slr1705	85.02905889562817	-0.3869182251803302	0.21573383756286083	-1.7934980879742124	0.07289331609391175	0.35652684587380795
TU911	Chr	slr2070; slr2071	hypothetical protein ; unknown protein	sll1968; sll1969; sll1971	440.1554184651819	0.4447975194639859	0.24816550079727748	1.7923422797890591	0.07307815459623357	0.35652684587380795
TU1864	Chr	slr1975	renin-binding protein	NA	71.66786184501504	-0.4392791907719066	0.2452253375171769	-1.7913287232855255	0.07324055943537149	0.3568382572759688
TU1074	Chr	sll1131; sll1132	unknown protein ; unknown protein	NA	187.59542167831214	-0.233386460668535	0.1305762618184812	-1.787357498355819	0.07387972631811843	0.3575462690796641
TU120	Chr	NA	NA	slr0742; slr0743; slr0743a; slr0744; slr0236	175.98336442898352	-0.3651556375000019	0.2041087821493923	-1.789024625274259	0.07361084978736171	0.3575462690796641
TU1345	Chr	slr1732	hypothetical protein	sll1631	271.52576342982684	0.23433665283167382	0.13110596849478048	1.7873835609627726	0.07387551673531774	0.3575462690796641
TU1718	Chr	NA	NA	slr1334	293.99097201261344	-0.2808091759426431	0.15703195110279972	-1.788229554371477	0.0737389799404901	0.3575462690796641
TU3104	Chr	NA	NA	sll0467	20.621291667121046	0.8326088195947965	0.4656549353584086	1.7880382153663812	0.07376984250689078	0.3575462690796641
TU122	Chr	slr0237; slr0238	glycogen operon protein GlgX homolog ; hypothetical protein	ncl0040; ssl0431	449.901418496126	0.21181185448610224	0.11879093291009447	1.783064155632228	0.0745758604616866	0.3584841120743216
TU1267	Chr	sll1758	phosphoglucosamine mutase	slr1880	427.8734427141694	0.37680798977280755	0.21129266116892972	1.7833463201618127	0.07452994561447596	0.3584841120743216
TU1843	Chr	NA	NA	NA	22.423656084181097	-0.6207798423559164	0.34850094107808793	-1.7812859857294316	0.07486574274259314	0.3584841120743216
TU2343	Chr	sll1841	branched-chain alpha-keto acid dehydrogenase E2	NA	2387.979961864277	-0.21659942052347647	0.12136067420216244	-1.7847578875729173	0.07430059683967896	0.3584841120743216
TU2703	Chr	sll0069	hypothetical protein	slr0051	1150.3765241791416	0.1725984351530896	0.09684333018269049	1.7822439070144591	0.07470946557015597	0.3584841120743216
TU804	Chr	sll1076	ATPase P	NA	18.133138831768317	-0.6514261809531218	0.3652301474179895	-1.7836046272697028	0.07448793318609119	0.3584841120743216
TU837	Chr	ncl0380; sll1799; sll1800; sll1801; sll1802; ssl3432; sll1803; sll1804; sll1805; ssl3436; ssl3437; sll1806; sll1807; sll1808; sll1809; sll1810; sll1811; sll1812; sll1813	ncRNA; 50S ribosomal protein L3 ; 50S ribosomal protein L4 ; 50S ribosomal protein L23 ; 50S ribosomal protein L2 ; 30S ribosomal protein S19 ; 50S ribosomal protein L22 ; 30S ribosomal protein S3 ; 50S ribosomal protein L16 ; 50S ribosomal protein L29 ; 30S ribosomal protein S17 ; 50S ribosomal protein L14 ; 50S ribosomal protein L24 ; 50S ribosomal protein L5 ; 30S ribosomal protein S8 ; 50S ribosomal protein L6 ; 50S ribosomal protein L18 ; 30S ribosomal protein S5 ; 50S ribosomal protein L15	ncr0360	21598.095344430527	-0.17302509495272325	0.09711520708362635	-1.7816477990283288	0.0748066844571714	0.3584841120743216
TU84	Chr	slr1127; slr1128	unknown protein ; hypothetical protein	NA	2438.6847082327677	-0.16919790661643214	0.09479720563955905	-1.7848406551113098	0.07428716684835379	0.3584841120743216
TU1179	Chr	slr0881	unknown protein	NA	89.26714928444238	0.37888273366585024	0.21295754038736592	1.7791468335738165	0.07521569217628928	0.35968402335292887
TU2983	Chr	slr0825	probable peptidase	NA	420.6239782833113	0.24545488955455524	0.13805820630122229	1.7779087250996837	0.07541884699141131	0.3601797178217796
TU2368	Chr	slr0322; slr0323; slr0324; slr0325	two-component hybrid sensor and regulator ; putative alpha-mannosidase ; probable oligopeptides ABC transporter permease pr otein ; hypothetical protein	NA	1624.83030785895	0.2410238080225225	0.1356600746902575	1.7766745932643344	0.0756217948309605	0.3606731189566232
TU1565	Chr	slr0271; slr0272; slr0273	unknown protein ; unknown protein ; unknown protein	sll0242; sll0243	498.84096207318817	-0.2848239943692838	0.16041838536469458	-1.7755071759497265	0.07581418174449348	0.36111491830929787
TU384	Chr	sll1017; sll1018	ammonium/methylammonium permease ; dihydroorotase	NA	873.5811548594463	-0.1812863449382778	0.10216451503109462	-1.7744551019803871	0.07598790237352007	0.36146676293317037
TU8019	pSYSG	sll8019	hypothetical protein	NA	602.4919789002932	1.5149936963712776	0.8543031885209463	1.7733677185428556	0.07616779451921686	0.36184700283407484
TU1502	Chr	slr1717	hypothetical protein	sll1605; sll1606	417.81516066526257	-0.21337362859811804	0.12050583039568352	-1.7706498340993218	0.07661894946134655	0.3626276883241433
TU3002	Chr	sll0829	methyltransferase	slr0838	535.5827527457676	0.16930844634753867	0.09562382924478137	1.7705675215550793	0.07663264684198057	0.3626276883241433
TU3418	Chr	NA	NA	ncr1590; slr0549; slr0550	31.364707902387792	-0.5611319493638927	0.316867309506166	-1.7708735881855728	0.07658172531103549	0.3626276883241433
TU3623	Chr	NA	NA	NA	18.727848412633314	0.7051027296114241	0.398622020471975	1.7688504232068538	0.0769188394744391	0.3635067870724145
TU549	Chr	slr2035	glutamate 5-kinase 	NA	30.888683983315	-0.6122561373905301	0.34631622408281537	-1.7679106400863274	0.07707584374391308	0.3637738648669691
TU162	Chr	ncr0080; slr0257	ncRNA; periplasmic carboxyl-terminal protease	sll0216	1307.0632780431533	0.24325873732076184	0.1377172273063687	1.7663638898247873	0.07733481917741775	0.36452089247689096
TU7076	pSYSA	NA	NA	slr7080; slr7081; slr7082	27.358603396064385	0.6606968995808018	0.37433166269457885	1.765004047012372	0.07756308555398876	0.3651214170421838
TU211	Chr	NA	NA	NA	29.09282829132457	-0.5563612868713658	0.3154154299756055	-1.7639000315057358	0.07774881156485994	0.36552038683739346
TU2512	Chr	smr0001	NA	NA	1487.812518872998	-0.2016600390273004	0.11463625564050546	-1.7591296741207068	0.07855548575538183	0.36883379822890044
TU2792	Chr	6803t33	NA	NA	1097.907998550511	0.29568390442807735	0.16828066339428607	1.757087822593628	0.07890284103321105	0.3695061895733816
TU988	Chr	NA	NA	sll1469	14.940040717401976	0.7947941126659085	0.4521984888236504	1.7576222218996944	0.07881180970996454	0.3695061895733816
TU2051	Chr	NA	NA	sll1555; sll1556	41.5096559998832	0.5559257701196655	0.3168949232517543	1.7542905528909825	0.0793807337084806	0.37126389667273874
TU2991	Chr	sll0833	binding protein-dependent transport system protein OppC	NA	537.3254343298414	-0.2176355874394929	0.12410389256569737	-1.753656415928149	0.07948939788217285	0.37129241333350416
TU3411	Chr	slr0546	indole-3-glycerol phosphate synthase	sll0537	206.5241962287025	-0.24209990427091005	0.13813471217820109	-1.7526362523461037	0.07966446439426188	0.37163061998354124
TU2676	Chr	sll0405; sll0406	unknown protein ; unknown protein	slr0434; slr0435; slr0436	699.1011881286212	0.19362369577314298	0.11064658915226606	1.7499291867613573	0.08013053363750833	0.37278457558140454
TU403	Chr	sll0648; sll0649	probable glycosyltransferase ; two-component response regulator OmpR subfamily	NA	390.940659532515	0.3906474576524837	0.22330284362198283	1.7494065517311075	0.08022076916516965	0.37278457558140454
TU831	Chr	NA	NA	ncl0370; ssl3446; sll1823; sll1824	39.29091020417829	0.4417597299774159	0.2524784359124727	1.7496929129050918	0.0801713172700313	0.37278457558140454
TU230	Chr	sll1677; sll1678	similar to spore maturation protein B ; similar to spore maturation protein A	NA	203.39886052311755	-0.2866235342973018	0.16390910530559796	-1.7486736552122024	0.08034744642221756	0.3728945590364456
TU1860	Chr	sll1883	bifunctional ornithine acetyltransferase.N-acetylglutamate synthase	NA	859.0553184176367	0.28329405203604413	0.1622415153142912	1.7461255307388632	0.08078914133492353	0.3739855391718967
TU8016	pSYSG	sll8018	hypothetical protein	NA	183.81118392690513	0.3007529941081473	0.17218666048048145	1.7466683729674852	0.08069487951408563	0.3739855391718967
TU1711	Chr	slr1330; slr1331; slr1332	ATP synthase epsilon chain of CF(1) ; periplasmic processing protease ; beta ketoacyl-acyl carrier protein synthase	NA	1606.207098332198	-0.1673940909669877	0.09597938023045227	-1.7440630535961412	0.08114809560588272	0.3745816223175421
TU2283	Chr	slr0161; slr0162; slr0163	twitching motility protein PilT ; a part of pilC; pilin biogenesis protein; required for twitching motility ; a part of pilC; pilin biogenesis protein; required for twitching motility	NA	1121.533020303853	0.25539009302176574	0.14647261397986028	1.7436030264120324	0.08122833522631784	0.3745816223175421
TU3248	Chr	NA	NA	NA	218.89723260443336	0.28432609289357547	0.16304758736758687	1.7438227543506615	0.08119000144723394	0.3745816223175421
TU1944	Chr	NA	NA	ncl0920	184.31819563475042	-0.35383442586936414	0.20314831798270516	-1.7417541497906348	0.08155147278431622	0.3747688674317238
TU1985	Chr	sll1102; sll1103; sll1104	integral membrane protein (small) of a TRAP-type p ermease that mediates sodium-dependent glutamate transpor t GtrA ; integral membrane protein (large) of a TRAP-type p ermease that mediates sodium-dependent glutamate transpor t GtrB ; periplasmic substrate-binding protein of a TRAP-ty pe permease that mediates sodium-dependent glutamate tran sport GtrC	NA	704.3914059100558	-0.17455400135883029	0.10022657792378376	-1.7415939461842949	0.08157952141883933	0.3747688674317238
TU3328	Chr	sll0031	hypothetical protein 	NA	213.39031867982203	-0.2572828696118784	0.1476914402080885	-1.74202966163362	0.08150325414938804	0.3747688674317238
TU1322	Chr	nsiR4; sll1698; sll1699	ncRNA; hypothetical protein ; oligopeptide-binding protein of oligopeptide ABC t ransporter	slr1809	390.90766434478064	0.18334409444563973	0.10533715571495028	1.7405453299098155	0.08176330773147865	0.3751371026463279
TU1480	Chr	sll1905	hybrid sensory kinase	slr1998	1138.5489995254065	0.16908975510028781	0.09727982335386158	1.738179092751978	0.0821792618424662	0.3757828964776309
TU2233	Chr	slr0404	hypothetical protein	NA	2018.652683319969	-0.16547576600483638	0.09525622861065065	-1.7371647861600772	0.08235808857219011	0.3757828964776309
TU3345	Chr	ncl1610	NA	NA	114.47058199111144	-0.5053273891978538	0.291043827100267	-1.7362587423088152	0.08251809476925283	0.3757828964776309
TU3662	Chr	NA	NA	slr1668; ssr2786	171.5315916754713	-0.3127483973541602	0.18013092389346833	-1.7362282421819115	0.08252348543428353	0.3757828964776309
TU543	Chr	NA	NA	sll1945	48.08851888714197	-0.4365884475168887	0.2511797063964058	-1.7381517550939216	0.08218407746002648	0.3757828964776309
TU823	Chr	ncl0360; ssl2084; sll1069	ncRNA; acyl carrier protein ; 3-oxoacyl-[acyl-carrier-protein] synthase II	NA	2427.369134893809	-0.15830076198125642	0.0911761040691448	-1.7362088849640538	0.08252690682312613	0.3757828964776309
TU1564	Chr	NsiR5	NA	NA	23.64887166241433	-0.6183893792304304	0.3568334283026716	-1.7329917271817452	0.08309713921068222	0.377122677779851
TU2423	Chr	NA	NA	sll0158; sll0160	79.45763363035844	-0.33486431327301325	0.19327656109775238	-1.7325655597920684	0.08317291508425993	0.377122677779851
TU3035	Chr	sll0084	imidazoleglycerol-phosphate dehydratase histidinol-phosphatase	NA	144.37606206012495	-0.2826615054894591	0.16317764955455388	-1.732231750249345	0.08323230810393964	0.377122677779851
TU647	Chr	slr1028	unknown protein 	NA	33.70061884254228	0.6540412219993577	0.37770578242916975	1.7316155918846925	0.08334202823864109	0.377122677779851
TU902	Chr	NA	NA	slr1213	37.32373813642497	-0.5071011547597258	0.2928277510588491	-1.7317387198654357	0.0833200933146196	0.377122677779851
TU3008	Chr	NA	NA	sll0825	43.655949912132634	0.5622022886805131	0.32514337557675577	1.7290903979921175	0.08379291740639631	0.3786895892773467
TU2238	Chr	sll0354	hypothetical protein	ssr0663	142.65092190561188	-0.3686317496590082	0.21328928747863712	-1.7283181636392781	0.08393119836139812	0.37870105662108716
TU795	Chr	ncl0350; sll1077; sll1078; sll1079	ncRNA; agmatinase ; putative hydrogenase expression/formation protein HypA ; putative hydrogenase expression/formation protein HypB	NA	316.16207412534317	0.2380734915018448	0.13778132999833956	1.7279082115458886	0.08400468189688756	0.37870105662108716
TU770	Chr	slr2024	chemotaxis protein CheY	NA	489.95601374987046	-0.19821656914858313	0.11481483140045312	-1.7264021270670162	0.08427509338989823	0.37944755979033784
TU2032	Chr	ssr2806	hypothetical protein	sll1562; sll1563	187.005979275935	-0.3241653290897348	0.18785428534806994	-1.7256211562546893	0.0844155907052869	0.3796079979542094
TU737	Chr	ssr2857	mercuric transport protein periplasmic componen t precursor	ncl0290	526.799981710626	-0.30352680690203876	0.17617344635279802	-1.722886241858537	0.08490909880320013	0.3813535206793852
TU2635	Chr	NA	NA	sll0207	28.891021575157303	-0.5628680048224808	0.32683105693224684	-1.7221986493748822	0.08503353944005768	0.3814391732007544
TU1494	Chr	ncl0650; sll1613	ncRNA; unknown protein	NA	103.16482063203115	-0.2831439278915598	0.16473306219530537	-1.718804495699036	0.08564997665799026	0.38335071305200075
TU2366	Chr	ncl1130	NA	ncr1090	162.2843227885757	0.39043753995541564	0.2271720525788217	1.7186865000480014	0.08567147150803	0.38335071305200075
TU126	Chr	slr0240; slr0241	transcriptional regulator ; hypothetical protein	NA	1295.6058229717564	0.24149738678138552	0.14063788108939798	1.7171574607830953	0.08595040566508759	0.38340987751330596
TU2901	Chr	NA	NA	sll0179	131.36687910534187	0.3209749639964754	0.18695327074014972	1.7168726854883714	0.08600243661348189	0.38340987751330596
TU3286	Chr	ssl1263; sll0661; sll0662	hypothetical protein ; hypothetical protein YCF35 ; 4Fe-4S type iron-sulfur protein	slr0712	6646.762553385445	-0.23354910779069632	0.13594777740220812	-1.7179325197772812	0.08580892438001983	0.38340987751330596
TU1077	Chr	slr1237	cytosine deaminase	NA	83.00858395877408	-0.3379081651425108	0.19722006685676566	-1.7133558999750376	0.08664708418987269	0.3837883672612196
TU1297	Chr	slr2136	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	sml0007; ssl3829; sll2005; sll2006; sll2007	938.0116838122567	0.16064425547041317	0.09377259974868349	1.7131257520954943	0.08668940731561345	0.3837883672612196
TU1562	Chr	ssl0452; ssl0453	phycobilisome degradation protein NblA ; phycobilisome degradation protein NblA	slr0269; slr0270	643.4578516999874	-0.29275312135852066	0.17062586543539018	-1.7157605068346196	0.08620588524341652	0.3837883672612196
TU2517	Chr	NA	NA	ncl1220; sll0750	208.81006667385134	0.24662766505155137	0.14381821351974927	1.714856964327986	0.08637145454366676	0.3837883672612196
TU298	Chr	NA	NA	sll1191; sll1192	84.33488405897376	0.4283787965537915	0.2498681052242524	1.7144196782111458	0.08645167704869987	0.3837883672612196
TU374	Chr	sll1022; sll1023; sll1024	hypothetical protein ; succinyl-CoA synthetase beta chain ; hypothetical protein	NA	1868.9055051328298	-0.16734970910905828	0.09773017539440441	-1.7123647679306218	0.08682946762070134	0.3837883672612196
TU773	Chr	sll1916	nicotinic acid mononucleotide adenylyltransferase	NA	133.91139730370418	0.3586424792945343	0.20939110479219017	1.7127875591967883	0.0867516297019185	0.3837883672612196
TU3587	Chr	NA	NA	slr1588; slr0746	36.59375075085272	-0.41458589625399694	0.24241485656964465	-1.7102330365420007	0.08722278891992838	0.3850567023050497
TU1070	Chr	slr1235; slr1236	hypothetical protein ; hypothetical protein	ssl2250	11852.414033774774	0.5611687083302861	0.3285257121744321	1.7081424300583548	0.08760991759436133	0.3858608916015634
TU2015	Chr	slr1174; SyR49	hypothetical protein ; ncRNA	sll1085	895.928216452473	-0.2042770828911588	0.11959329473339428	-1.7080981282984764	0.08761813615925003	0.3858608916015634
TU535	Chr	ncr0250	NA	NA	247.23752869086618	-0.4498214398521954	0.2635381351580083	-1.7068552131269281	0.08784896703999052	0.3864073641370179
TU1979	Chr	NA	NA	sll1432; sll1433	52.158795794579405	-0.3821774078709181	0.22429302292658237	-1.7039201794342744	0.08839600048699832	0.38834165262491976
TU3688	Chr	slr0585	argininosuccinate synthase	NA	1275.543092146627	-0.1575058823274465	0.09251893386493906	-1.7024178267918288	0.08867707058188412	0.3891042369774794
TU890	Chr	slr1203	hypothetical protein	NA	19.832879513215673	0.6390314231637586	0.3757933275619223	1.700486347934053	0.08903948217922383	0.3902214594295282
TU1749	Chr	ssr1386; slr0815; slr0816	NADH dehydrogenase subunit NdhL ; hypothetical protein ; hypothetical protein	sll0811	1931.9251508092493	-0.19875993319978888	0.11697966299823147	-1.6990981860051502	0.08930068513705866	0.39069145023877233
TU453	Chr	NA	NA	slr1599; slr1600	74.07360304395023	0.37039770799299626	0.21803879386395708	1.6987697529830488	0.08936257480599544	0.39069145023877233
TU1689	Chr	sll1237	protoporphyrinogen oxidase	NA	216.45937547447764	-0.28205088333010697	0.16609022058881395	-1.6981787508632094	0.0894740298020765	0.3907068611381387
TU3638	Chr	slr1657; slr1658; slr1659	hypothetical protein ; unknown protein ; hypothetical protein	NA	425.76081742741894	0.26664522583871586	0.1573274646622547	1.6948421968862262	0.0901053602624874	0.39298964355446314
TU2125	Chr	ncl1010; sll1533; sll1534	ncRNA; twitching mobility protein ; probable glycosyltransferase	NA	2244.3767656998393	0.2035380507047045	0.12025566321033321	1.692544411390474	0.09054221977614146	0.39441977808619993
TU700	Chr	slr1397	unknown protein	NA	3626.838516212751	-0.23311142398921345	0.13781613317310687	-1.6914668741750931	0.09074766933536191	0.3948396189831852
TU32	Chr	sll1404; sll1405; sll1406; sll1407; sll1408	biopolymer transport ExbB protein homolog ; biopolymer transport ExbD protein homolog ; ferrichrome-iron receptor ; probable methyltransferase ; transcriptional regulator	NA	261.9097682925475	-0.22186005559286257	0.13126548557832984	-1.690162913848914	0.09099679129977323	0.3954482407024959
TU434	Chr	ncr0210	NA	NA	114.38664325693584	-0.27277682243470797	0.16154583555492386	-1.688541344923539	0.09130735932926137	0.3958474739783547
TU741	Chr	slr1708; ncr0320	probable peptidase ; ncRNA	sll1571; sll1572; ncl0300	581.847537388547	0.29177931871564267	0.17279465906941333	1.6885899152613972	0.0912980446207012	0.3958474739783547
TU1260	Chr	slr1877; slr1878	2-hydroxyhepta-2;4-diene-1;7-dioate isomerase ; phycocyanin alpha-subunit phycocyanobilin lyase	sll1764; sll1765; sll1766	1181.7424587025914	-0.20170343250554917	0.11960554300526056	-1.686405390899632	0.09171774381498514	0.3959584869709698
TU231	Chr	sll1676	4-alpha-glucanotransferase	NA	606.3628965883261	0.24448956332356261	0.14489627334287158	1.6873419701072712	0.09153761514937278	0.3959584869709698
TU24	Chr	sll1206	ferric aerobactin receptor	slr1318; slr1319	247.38853592039976	-0.2332015633194018	0.13830568622741385	-1.6861314214945016	0.09177048910736013	0.3959584869709698
TU3103	Chr	slr0523	dithiobiotin synthetase	sll0467; sll0469	436.94889115840925	0.26849622135811757	0.1591916300408284	1.6866227281500634	0.09167591882066588	0.3959584869709698
