"","dWT3_0h","dWT2_0h","dWT1_0h","dWT1_1h","dWT3_1h","dWT2_1h","dIF31_0h","dIF12_0h","dIF11_0h","dIF31_1h","dIF12_1h","dIF11_1h"
"ncr1030",29.4543395365351,22.8617715573376,18.0064238655424,47.6736984413294,62.1950301532369,67.1760250365427,34.2189775591921,35.1110126601205,35.7585834386601,87.3600425080705,114.90582633119,118.957498485224
"ncr1050",0,0,0,0,0,0,0,0,0,0,0,0
"ncr1060",37.7015546067649,22.8617715573376,15.6577598830804,26.3459912438926,24.1164402635,14.8182408168844,30.7970798032729,27.2110348115934,36.725031639705,20.3162889553652,24.2461835377739,23.9626615653688
"ncr1070",0,0,0,0,0,0,0,0,0,0,0,0
"ncr1071",45.9487696769947,47.7115232500958,115.867423134795,70.2559766503802,77.4264661091317,61.248728709789,53.8948896557276,50.0331930406717,58.9533402637369,87.3600425080705,79.063641971002,86.4367435036517
"ncr1080",176.72603721921,215.695844693141,292.800109813603,291.060474694432,166.276509185184,183.746186129367,214.724084183931,169.410636085081,134.336299945237,46.7274645973401,57.9800041120681,79.5902687706892
"ncr1090",0,0,0,0,0,0,0,0,0,0,0,0
"ncr1100",41.2360753511491,47.7115232500958,28.1839677895446,15.0548521393672,25.3857265931579,26.672833470392,28.2306564863335,49.1554177241687,33.8256870365704,24.3795467464383,30.5712748954541,35.0881830064329
"ncr1120",7.06904148876841,3.97596027084131,2.34866398246205,5.01828404645573,16.5007222855526,10.8667099323819,7.69926995081823,4.38887658251506,8.69803380940381,10.1581444776826,18.9752740730405,9.41390275782345
"ncr1130",43.5924225140719,52.6814735886474,49.3219436317031,115.420533068482,69.8107481311843,69.151790478794,50.4729918998084,48.2776424076656,36.725031639705,40.6325779107305,76.9552781851086,61.6182725966626
"ncr1140",43.5924225140719,42.7415729115441,50.8877196200112,72.765118673608,54.5793121752895,44.4547224506533,41.9182475100104,34.2332373436175,31.8927906344806,50.7907223884131,51.654912754388,51.3485604972188
"ncr1150",4.71269432584561,6.9579304739723,6.26310395323214,6.27285505806966,8.88500430760527,1.97576544225126,4.27737219489902,6.14442721552108,2.8993446031346,21.3321034031335,11.5960008224136,13.692949465925
"ncr1160",5.89086790730701,5.96394040626197,9.39465592984822,12.5457101161393,17.7700086152105,13.8303580957588,3.42189775591921,11.4110791145392,12.5638266135833,6.09488668660957,11.5960008224136,9.41390275782345
"ncr1170",1.1781735814614,16.8978311510756,18.0064238655424,17.563994162595,21.5778676041842,13.8303580957588,10.2656932677576,7.89997784852711,12.5638266135833,13.2055878209874,3.16254567884008,8.55809341620314
"ncr1180",77.7594563764525,33.7956623021512,64.1968155206295,135.493669254305,308.436578106869,153.121821774472,91.5357649708389,39.4998892426355,78.2823042846343,132.055878209874,88.5512790075222,142.920160050592
"ncr1200",534.890805983477,936.33864378313,210.596870427431,992.36567018662,651.143887114501,754.74239893998,171.094887795961,203.643873428699,306.364079731223,127.992620418801,209.782196696392,802.749162439854
"ncr1220",208.536723918668,304.160960719361,103.34121522833,224.568211078894,176.430799822448,207.455371436382,187.348902136577,157.121781654039,213.585052430916,87.3600425080705,120.176735795923,264.445086560677
"ncr1230",28.2761659550737,24.8497516927582,23.4866398246205,53.9465534993991,33.0014445711053,24.6970680281407,37.6408753151113,23.6999335455813,26.0941014282114,37.5851345674257,34.7880024672409,26.5300895902297
"ncr1240",0,0,0,0,0,0,0,0,0,0,0,0
"ncr1250",21.2071244663052,21.8677814896272,21.9208638363125,6.27285505806966,21.5778676041842,12.8424753746332,17.9649632185759,21.0666075960723,12.5638266135833,19.300474507597,16.8669102871471,19.6836148572672
"ncr1270",27.0979923736122,29.8197020313099,28.1839677895446,27.6005622555065,21.5778676041842,23.7091853070151,25.6642331693941,21.9443829125753,29.9598942323909,51.8065368361814,43.2214576108144,38.5114203729141
"ncr1280",405.291712022722,562.598378324046,385.180893123777,577.102665342409,420.133775116764,414.910742872764,516.706561143801,523.154088635795,455.197102692133,583.077493018982,597.721133300775,498.936846164643
"ncr1290",56.5523319101473,54.6694537240681,30.5326317720067,61.4739795690827,59.6564574939211,51.3699014985327,52.183940777768,61.4442721552108,63.7855812689613,136.119136000947,142.314555547804,112.966833093881
"ncr1300",16.4944301404596,20.8737914219169,21.1379758421585,11.2911391045254,13.9621496262369,12.8424753746332,21.3868609744951,24.5777088620843,27.0605496292563,17.2688456120605,20.0294559659872,19.6836148572672
"ncr1310",27.0979923736122,22.8617715573376,17.2235358713884,15.0548521393672,27.9242992524737,16.7940062591357,23.0978098524547,26.3332594950903,21.2618604229871,26.4111756419748,29.5170930025074,22.2510428821282
"ncr1320",3.53452074438421,2.98197020313099,0.782887994154018,0,6.34643164828948,0.987882721125629,1.71094887795961,0.877775316503012,3.86579280417947,2.03162889553652,2.10836378589339,0.855809341620314
"ncr1330",1.1781735814614,2.98197020313099,6.26310395323214,2.50914202322786,7.61571797794738,5.92729632675377,1.71094887795961,3.51110126601205,4.83224100522434,9.14233002991436,11.5960008224136,10.2697120994438
"ncr1340",9.42538865169122,11.9278808125239,18.7893118596964,8.78199708129752,12.692863296579,12.8424753746332,10.2656932677576,8.77775316503012,14.496723015673,18.2846600598287,12.6501827153603,17.1161868324063
"ncr1350",187.329599452363,218.677814896272,143.268502930185,255.932486369242,323.668014062763,305.255760827819,100.945983799617,149.221803805512,121.772473331653,245.827096359919,228.757470769432,217.37557277156
"ncr1360",0,0.993990067710329,1.56577598830804,0,0,0,0,0.877775316503012,0.966448201044867,0,0,0.855809341620314
"ncr1380",21.2071244663052,18.8858112864962,26.6181918012366,17.563994162595,16.5007222855526,17.7818889802613,23.0978098524547,24.5777088620843,17.3960676188076,31.4902478808161,32.6796386813475,33.3765643231922
"ncr1390",80.1158035393753,52.6814735886474,56.3679355790893,22.5822782090508,16.5007222855526,18.7697717013869,53.0394152167478,51.7887436736777,55.0875474595574,12.1897733732191,13.704364608307,17.1161868324063
"ncr1395",170.835169311903,291.239089839126,176.932686678808,139.257382289146,39.3478762193948,84.9579140168041,201.891967599234,179.943939883117,201.021225817332,118.850290388887,124.39346336771,100.985502311197
"ncr1397",0,0,0,1.25457101161393,0,0,0,0,0,0,0,0
"ncr1400",4.71269432584561,0.993990067710329,3.91443997077009,5.01828404645573,3.80785898897369,6.9151790478794,7.69926995081823,7.02220253202409,1.93289640208973,9.14233002991436,9.48763703652024,6.84647473296251
"ncr1410",2.3563471629228,4.96995033855164,1.56577598830804,2.50914202322786,2.53857265931579,0.987882721125629,5.13284663387882,6.14442721552108,0.966448201044867,2.03162889553652,3.16254567884008,5.9906653913422
"ncr1420",2407.00862692564,2035.69165867075,2141.98155200539,2831.56677321264,3857.36115583035,2594.1800256759,2486.00871967531,2977.41387357822,2661.59834567756,3808.28836468321,3508.31733972659,2244.78790307008
"ncr1430",4.71269432584561,3.97596027084131,3.13155197661607,2.50914202322786,6.34643164828948,6.9151790478794,4.27737219489902,3.51110126601205,3.86579280417947,7.11070113437783,7.37927325062685,9.41390275782345
"ncr1440",418.251621418798,461.211391417592,345.253605421922,294.824187729274,250.049406942605,256.849507492663,384.108023101932,387.098914577828,361.45162719078,330.139695524685,239.299289698899,282.417082734704
"ncr1450",22.3852980477666,12.9218708802343,14.0919838947723,30.1097042787344,46.9635941973421,34.575895239397,17.9649632185759,14.9221803805512,15.4631712167179,16.2530311642922,17.9210921800938,15.4045681491656
"ncr1460",258.020014340047,177.924222120149,158.143374819112,184.421938707248,392.20947586429,290.437520010935,215.57955862291,206.277199378208,262.873910684204,188.941487284897,195.023650195138,191.70129252295
"ncr1470",49.4832904213789,46.7175331823854,49.3219436317031,42.6554143948737,62.1950301532369,67.1760250365427,53.0394152167478,59.6887215222048,63.7855812689613,51.8065368361814,49.5465489684946,57.339225888561
"ncr1480",51.8396375843017,44.7295530469648,26.6181918012366,20.0731361858229,35.5400172304211,27.6607161915176,29.9416053642931,31.5999113941084,34.7921352376152,34.5376912241209,31.6254567884008,29.953326956711
"ncr1490",49.4832904213789,47.7115232500958,33.6641837486228,32.6188463019622,31.7321582414474,46.4304878929045,39.3518241930709,46.5220917746596,57.0204438616472,92.4391147469118,81.1720057568954,94.1390275782345
"ncr1500",14.1380829775368,19.8798013542066,9.39465592984822,6.27285505806966,6.34643164828948,13.8303580957588,13.6875910236769,11.4110791145392,10.6309302114935,8.1265155821461,7.37927325062685,17.9719961740266
"ncr1510",11.781735814614,6.9579304739723,10.1775439240022,6.27285505806966,2.53857265931579,8.89094449013066,12.832116584697,7.89997784852711,13.5302748146281,12.1897733732191,17.9210921800938,7.70228407458282
"ncr1520",53.0178111657631,29.8197020313099,32.0984077603147,47.6736984413294,95.1964747243422,73.1033213632965,31.6525542422527,48.2776424076656,44.4566172480639,82.2809702692292,64.3050954697483,49.6369418139782
"ncr1525",135.489961868061,75.543245145985,67.3283674972456,91.583683847817,101.542906372632,102.739802997065,172.80583667392,129.032971525943,97.6112683055316,173.704270568373,130.71855472539,100.129692969577
"ncr1530",197.933161685516,146.116539953418,143.268502930185,85.3108287897474,165.007222855526,149.17029088997,82.9810205810409,134.299623424961,161.396849574493,76.1860835826197,56.9258222191214,64.1857006215235
"ncr1550",127.242746797831,133.194669073184,59.4994875557054,215.786213997596,421.403061446421,360.577193210854,160.829194528203,222.077155075262,311.196320736447,188.941487284897,171.831648550311,209.673288696977
"ncr1560",31.8106866994579,24.8497516927582,28.1839677895446,30.1097042787344,33.0014445711053,22.7213025858895,34.2189775591921,22.8221582290783,31.8927906344806,38.600949015194,34.7880024672409,35.9439923480532
"ncr1570",484.229341980636,620.249802251245,515.923188147498,695.032340434118,487.405950588632,570.996212810613,678.391230110984,601.276091804563,582.768265230055,323.028994390307,382.66802713965,414.211721344232
"ncr1580",285.118006713659,236.569636115058,207.465318450815,255.932486369242,252.587979601921,229.188791301146,391.80729305275,334.432395587647,326.659491953165,125.960991523264,152.85637447727,164.3153935911
"ncr1590",817.652465534213,723.624769293119,736.697602498931,562.047813203041,772.995374761659,711.275559210453,952.143050584521,868.997563337982,708.406531365888,833.983661617743,842.291332464408,719.735656302684
"ncr1600",616.184783104313,508.922914667688,633.356387270601,529.428966901079,693.030335993211,654.966244106292,465.378094805013,594.253889272539,522.848476765273,784.208753677098,803.28660242538,890.897524626747
"ncr1610",31.8106866994579,20.8737914219169,20.3550878480045,26.3459912438926,44.4250215380264,31.6122470760201,29.0861309253133,32.4776867106114,36.725031639705,35.5535056718892,32.6796386813475,32.5207549815719
"ncr1620",301.612436854119,242.53357652132,204.333766474199,215.786213997596,218.317248701158,183.746186129367,256.642331693941,255.432617102376,288.968012112415,422.578810271597,356.313479815982,364.574779530254
"ncr1630",120.173705309063,112.320877651267,72.0256954621697,70.2559766503802,90.1193294057106,84.9579140168041,122.332844774112,103.577487347355,119.839576929564,71.1070113437783,69.5760049344817,89.0041715285126
"ncr1640",0,0,0,0,0,0,0,0,0,0,0,0
"ncr1650",545.494368216629,611.303891641852,343.687829433614,415.263004844211,418.864488787106,423.801687362895,376.408753151113,340.576822803169,459.062895496312,103.613073672363,113.851644438243,125.803973218186
"ncr1660",3.53452074438421,10.9338907448136,7.82887994154018,11.2911391045254,1.2692863296579,5.92729632675377,5.13284663387882,7.89997784852711,16.4296194177627,8.1265155821461,3.16254567884008,5.9906653913422
"ncr1670",10.6035622331526,9.93990067710329,7.82887994154018,15.0548521393672,13.9621496262369,28.6485989126432,11.9766421457172,14.9221803805512,7.73158560835894,22.3479178509018,26.3545473236673,21.3952335405078
"ncr1680",314.572346250194,344.914553495484,321.766965597301,234.604779171805,152.314359558948,181.770420687116,307.115323593749,234.366009506304,259.008117880024,81.265155821461,117.014190117083,101.841311652817
"ncr1690",45.9487696769947,56.6574338594887,52.4534956083192,105.38396497557,101.542906372632,71.1275559210453,82.1255461420611,65.8331487377259,58.9533402637369,123.929362627728,122.285099581816,101.841311652817
"ncr1700",3.53452074438421,1.98798013542066,3.13155197661607,1.25457101161393,5.07714531863158,1.97576544225126,5.98832107285862,1.75555063300602,1.93289640208973,4.06325779107305,3.16254567884008,3.42323736648126
"ncr1710",24.7416452106894,8.94591060939296,15.6577598830804,7.52742606968359,25.3857265931579,26.672833470392,14.5430654626567,14.0444050640482,18.3625158198525,15.2372167165239,27.408729216614,14.5487588075453
"ncr1720",8.24721507022981,1.98798013542066,3.91443997077009,3.7637130348418,3.80785898897369,4.93941360562814,6.84379551183843,4.38887658251506,5.7986892062692,2.03162889553652,7.37927325062685,3.42323736648126
"sgl0001",2.3563471629228,1.98798013542066,3.13155197661607,3.7637130348418,3.80785898897369,1.97576544225126,3.42189775591921,4.38887658251506,2.8993446031346,4.06325779107305,5.27090946473347,2.56742802486094
"sgl0001_5'UTR",0,0,0.782887994154018,1.25457101161393,0,1.97576544225126,0,0,1.93289640208973,0,3.16254567884008,0
"sgl0002",649.173643385233,640.129603605452,1065.51056004362,851.85371688586,662.567464081422,627.305527914774,650.16057362465,670.620341808301,576.003127822741,464.227202630096,482.815306969585,523.755317071632
"sll0002",479.516647654791,482.085182839509,734.348938516469,659.904352108928,534.369544785974,617.426700703518,454.256927098275,452.054287999051,483.224100522434,476.416976003315,516.54912754388,540.871503904038
"sll0002-as",25.9198187921508,21.8677814896272,11.7433199123103,18.818565174209,8.88500430760527,7.90306176900503,17.1094887795961,18.4332816465632,20.2954122219422,12.1897733732191,17.9210921800938,10.2697120994438
"sll0002_5'UTR",140.202656193907,117.290827989819,127.610743047105,193.203935788545,166.276509185184,151.146056332221,130.03211472493,121.132993677416,111.14154312016,108.692145911204,105.418189294669,123.236545193325
"sll0005",771.703695857218,787.24013362658,839.255929733107,924.618835559468,779.341806409948,820.930541255397,707.477361036297,761.908974724614,860.138898929932,856.331579468645,905.542246041209,800.181734414993
"sll0006",404.113538441261,381.692186000766,414.93063690163,380.135016519021,434.095924743,424.78957008402,400.362037442548,391.487791160343,385.612832216902,1001.59304549951,830.695331641994,850.674485570592
"sll0006-as",5.89086790730701,10.9338907448136,15.6577598830804,6.27285505806966,11.4235769669211,10.8667099323819,10.2656932677576,4.38887658251506,9.66448201044867,9.14233002991436,11.5960008224136,10.2697120994438
"sll0006_5'UTR",3.53452074438421,4.96995033855164,3.13155197661607,2.50914202322786,3.80785898897369,5.92729632675377,4.27737219489902,6.14442721552108,4.83224100522434,5.07907223884131,6.32509135768016,9.41390275782345
"sll0007",156.697086334366,168.978311510756,180.064238655424,144.275666335602,152.314359558948,145.218760005467,137.731384675748,129.910746842446,164.296194177627,106.660517015668,98.0389160440425,94.9948369198548
"sll0007-as",9.42538865169122,9.93990067710329,17.2235358713884,10.0365680929115,6.34643164828948,11.8545926535075,12.832116584697,12.2888544310422,10.6309302114935,14.2214022687557,13.704364608307,11.9813307826844
"sll0008",81.2939771208367,61.6273841980404,73.5914714504777,71.5105476619941,68.5414618015264,49.3941360562814,64.1605829234852,61.4442721552108,77.3158560835894,60.9488668660957,57.9800041120681,66.7531286463845
"sll0010",11.781735814614,3.97596027084131,7.82887994154018,6.27285505806966,8.88500430760527,6.9151790478794,9.41021882877783,7.02220253202409,5.7986892062692,11.1739589254509,12.6501827153603,11.1255214410641
"sll0010-as",67.1558941432999,31.8076821667305,100.992551245868,57.7102665342409,40.6171625490527,29.6364816337689,67.5824806794044,73.733126586253,57.986892062692,33.5218767763526,44.2756395037611,34.2323736648126
"sll0010-as2",0,0,0,0,0,0,0,0,0,0,0,0
"sll0012",1.1781735814614,0,1.56577598830804,1.25457101161393,0,0.987882721125629,1.71094887795961,2.63332594950904,0,0,1.05418189294669,0
"sll0016",592.621311475085,688.835116923258,685.026994884766,1126.60476842931,1054.77693994571,1063.9496906523,560.335757531771,555.631775346406,459.062895496312,2268.31366186653,2178.99397272081,1816.88323225993
"sll0017",1247.68582276762,1452.21948892479,1179.81220719011,1056.34879177893,816.151109970027,846.615492004664,1399.55618217096,1378.98502222623,1515.39077923835,1438.39325803986,1460.04192173117,1495.95472915231
"sll0018",2073.58550337207,1926.35275122262,2653.99030018212,1181.80589294032,1738.92227163132,1823.63150319791,2018.91967599234,2069.7941963141,2209.30058758857,726.307330154307,725.277142347325,1069.76167702539
"sll0018_5'UTR",4.71269432584561,7.95192054168263,4.69732796492411,1.25457101161393,1.2692863296579,3.95153088450251,4.27737219489902,6.14442721552108,5.7986892062692,3.04744334330479,4.21672757178677,5.13485604972188
"sll0019",89.5411921910666,100.392996838743,217.642862374817,76.5288317084498,62.1950301532369,67.1760250365427,124.899268091051,78.122003168768,91.8125790992624,24.3795467464383,32.6796386813475,34.2323736648126
"sll0019_5'UTR",0,1.98798013542066,0.782887994154018,0,0,0,0,0,0,0,0,0
"sll0020",2993.73907049342,2998.86803428206,4943.93768308262,6226.43593063994,4868.98236056769,4957.1954946084,2776.01455448946,2507.8040792491,2992.12363043491,2350.59463213576,2903.21693317519,3210.1408404178
"sll0020-as",5.89086790730701,7.95192054168263,6.26310395323214,7.52742606968359,10.1542906372632,2.96364816337689,6.84379551183843,10.5333037980361,5.7986892062692,9.14233002991436,10.5418189294669,5.9906653913422
"sll0020_5'UTR",0,0.993990067710329,2.34866398246205,0,0,0,1.71094887795961,0.877775316503012,0.966448201044867,0,0,0
"sll0021",253.307320014201,219.671804963983,265.399030018212,267.223625473767,313.5137234255,304.267878106694,229.267149646587,265.08814558391,283.169322906146,226.526621852322,262.491291343727,260.166039852575
"sll0022",67.1558941432999,79.5192054168263,137.788286971107,96.6019678942727,110.427910680237,111.630747487196,70.1489039963438,58.8109462057018,43.490169047019,116.81866149335,115.960008224136,142.064350708972
"sll0022_5'UTR",0,0.993990067710329,0,0,0,0,0,0.877775316503012,0,1.01581444776826,0,0
"sll0023",150.806218427059,165.002351239915,174.584022696346,205.749645904685,210.701530723211,205.479605994131,96.6686116047178,117.621892411404,133.369851744192,101.581444776826,93.8221884722557,115.534261118742
"sll0023-as",7.06904148876841,4.96995033855164,4.69732796492411,5.01828404645573,10.1542906372632,7.90306176900503,1.71094887795961,13.1666297475452,9.66448201044867,18.2846600598287,24.2461835377739,16.260377490786
"sll0024",118.995531727602,123.254768396081,127.610743047105,145.530237347216,170.084368174158,174.855241639236,99.2350349216572,97.4330601318343,80.215200686724,95.4865580902166,95.9305522581491,95.8506462614752
"sll0024-as",31.8106866994579,53.6754636563577,32.0984077603147,40.1462723716458,26.6550129228158,39.5153088450251,45.3401452659296,37.7443386096295,38.6579280417947,29.4586189852796,33.7338205742942,37.6556110312938
"sll0026",1464.46976175652,1450.23150878937,1658.15677161821,1004.91138030276,1137.28055137347,1053.08298071992,1651.06566723102,1666.01755072272,1501.86050442372,1109.26937696294,1063.66952998321,1005.57597640387
"sll0026-as",0,1.98798013542066,3.13155197661607,1.25457101161393,1.2692863296579,0.987882721125629,0.855474438979803,1.75555063300602,0.966448201044867,3.04744334330479,1.05418189294669,3.42323736648126
"sll0026_5'UTR",28.2761659550737,29.8197020313099,29.7497437778527,6.27285505806966,6.34643164828948,11.8545926535075,28.2306564863335,19.3110569630663,29.9598942323909,8.1265155821461,12.6501827153603,13.692949465925
"sll0027",863.601235211208,983.056176965515,854.130801622034,718.869189654783,623.219587862027,687.566373903437,1000.04961916739,1057.71925638613,873.66917374456,530.255141735033,472.273488040119,521.187889046771
"sll0027-as",75.4031092135297,81.507185552247,86.900567351096,61.4739795690827,30.4628719117895,48.4062533351558,104.367881555536,92.1664082328162,66.6849258720958,56.8856090750227,59.0341860050148,48.7811324723579
"sll0030",17.672603721921,23.8557616250479,32.0984077603147,15.0548521393672,22.8471539338421,20.7455371436382,15.3985399016365,21.0666075960723,21.2618604229871,28.4428045375113,23.1920016448273,21.3952335405078
"sll0031",256.841840758586,319.070811735015,231.734846269589,223.31364006728,224.663680349448,209.431136878633,312.248170227628,351.110126601205,309.263424334358,444.926728122499,420.618575285731,370.565444921596
"sll0031_5'UTR",2.3563471629228,4.96995033855164,0,10.0365680929115,0,3.95153088450251,2.56642331693941,0.877775316503012,2.8993446031346,3.04744334330479,1.05418189294669,0.855809341620314
"sll0033",240.347410618126,261.419387807816,227.037518304665,194.458506800159,175.16151349279,193.625013340623,236.966419597405,222.077155075262,258.04166967898,166.593569433995,131.772736618337,147.199206758694
"sll0034",237.991063455203,292.233079906837,240.346614205284,239.623063218261,223.39439401979,220.297846811015,236.110945158426,241.388212038328,197.155433013153,310.839221017088,315.200385991061,296.110032200629
"sll0034_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"sll0036",241.525584199587,159.038410833653,227.820406298819,160.585089486583,205.624385404579,195.600778782874,210.446711989032,215.054952543238,204.887018621512,164.561940538458,176.048376122098,150.622444125175
"sll0037",235.63471629228,228.617715573376,248.175494146824,170.621657579495,219.586535030816,189.673482456121,301.127002520891,370.421183564271,283.169322906146,339.282025554599,443.810576930558,292.686794834147
"sll0038",1398.49204119468,1643.06558192517,1662.85409958313,2659.69054462154,1942.00808437658,2026.14746102866,1207.92990783948,1271.01865829636,1189.69773548623,1972.71165756596,1879.60631512395,1958.9475829689
"sll0038_5'UTR",0,0,0,0,0,0,0,0,0,0,0,0
"sll0039",501.901945702557,478.109222568668,474.430124457335,588.393804446934,555.947412390158,574.947743695116,402.928460759487,411.676623439912,403.00889983571,376.867160122025,333.121478171155,385.114203729141
"sll0040",3820.81692467933,3482.94119725699,3416.52320648813,9833.32758903,6972.18980881082,6726.49344814441,4572.51087634705,4517.0317787245,4040.71992856859,8867.04431456916,8036.02856993264,7627.82866186186
"sll0041",1584.64346706559,1983.01018508211,1781.85307469455,4577.92962137924,3292.52873913258,3589.96580857053,1468.84961172832,1634.41763932861,1669.05604320449,2181.96943380623,2338.17543855577,2528.06079514641
"sll0042",169.656995730442,173.948261849307,220.774414351433,283.533048624749,318.590868744132,323.037649808081,137.731384675748,179.066164566614,166.229090579717,145.261466030861,209.782196696392,173.729296348924
"sll0043",678.627982921768,782.270183288029,968.43244876852,1204.38817114937,977.35047383658,933.549171463719,639.894880356893,675.886993707319,656.218328509465,652.152875467224,677.838957164724,738.563461818331
"sll0043-as",3.53452074438421,0,1.56577598830804,1.25457101161393,1.2692863296579,0,2.56642331693941,0.877775316503012,1.93289640208973,3.04744334330479,0,1.71161868324063
"sll0044",228.565674803512,196.810033406645,237.997950222821,287.29676165959,225.932966679105,211.406902320885,193.337223209436,184.332816465632,180.72581359539,217.384291822408,202.402923445765,223.366238162902
"sll0045",130.777267542216,141.146589614867,164.406478772344,146.78480835883,153.583645888605,181.770420687116,128.32116584697,147.466253172506,133.369851744192,164.561940538458,147.585465012537,154.901490833277
"sll0047",1295.99093960754,2375.63626182769,956.68912885621,4392.25311166037,1265.47847066892,1506.52114971658,1765.69924205431,1327.19627855255,1456.43743897462,570.887719645763,775.877873208766,1153.63099250418
"sll0047_5'UTR",0,1.98798013542066,2.34866398246205,1.25457101161393,1.2692863296579,2.96364816337689,1.71094887795961,0,0,6.09488668660957,8.43345514357354,1.71161868324063
"sll0048",418.251621418798,376.722235662215,466.601244515795,612.230653667599,511.522390852132,547.287027503598,487.620430218488,392.365566476846,435.868138671235,768.971536960574,771.661145636979,834.414108079806
"sll0048_5'UTR",128.420920379293,68.5853146720127,40.7101756960089,62.7285505806966,195.470094767316,146.206642726593,64.1605829234852,63.1998227882168,91.8125790992624,188.941487284897,133.88110040423,148.055016100314
"sll0051",340.492165042345,354.854454172587,500.265428264418,174.385370614337,210.701530723211,220.297846811015,390.95181861377,414.309949389421,334.391077561524,239.73220967331,217.161469947019,244.76147170341
"sll0051_5'UTR",54.1959847472245,18.8858112864962,21.9208638363125,15.0548521393672,30.4628719117895,20.7455371436382,23.0978098524547,30.7221360776054,43.490169047019,13.2055878209874,21.0836378589339,16.260377490786
"sll0053",478.338474073329,603.35197110017,503.396980241034,456.663848227471,373.170180919421,404.044032940382,536.382473240337,468.732019012608,476.45896311512,447.974171465804,479.652761290745,416.779149369093
"sll0053_5'UTR",0,0,1.56577598830804,0,1.2692863296579,0,2.56642331693941,1.75555063300602,1.93289640208973,2.03162889553652,2.10836378589339,1.71161868324063
"sll0055",305.146957598503,366.782334985111,269.313469988982,339.988744147376,252.587979601921,300.316347222191,301.98247695987,270.354797482928,310.229872535402,376.867160122025,375.288753889023,391.960678462104
"sll0057",656.242684874001,683.865166584706,623.961731340752,776.579456189024,709.531058278764,679.663312134433,766.505097325904,819.842145613813,807.950696073509,628.789143168554,666.24295634231,616.182725966626
"sll0057_3'UTR",3.53452074438421,3.97596027084131,8.6117679356942,3.7637130348418,2.53857265931579,4.93941360562814,5.98832107285862,0.877775316503012,1.93289640208973,1.01581444776826,0,0
"sll0057_5'UTR",154.340739171444,131.206688937763,103.34121522833,101.620251940728,126.92863296579,103.727685718191,107.789779311455,120.255218360913,143.03433375464,83.2967847169975,85.3887333286822,88.1483621868923
"sll0058",291.008874620966,220.665795031693,552.718923872737,220.804498044052,276.704419865421,260.801038377166,273.751820473537,238.754886088819,272.538392694653,163.54612609069,139.152009868963,201.115195280774
"sll0060",91.8975393539894,92.4410762970606,97.0781112750982,80.2925447432916,112.966483339553,96.8125066703116,85.5474438979803,95.6775094988283,91.8125790992624,130.024249314338,122.285099581816,126.659782559806
"sll0062",361.69928950865,424.43375891231,288.102781848679,301.097042787344,190.392949448684,235.1160876279,364.432111005396,388.854465210834,366.283868196005,173.704270568373,171.831648550311,178.864152398646
"sll0062_5'UTR",2.3563471629228,0,1.56577598830804,3.7637130348418,0,1.97576544225126,1.71094887795961,0.877775316503012,1.93289640208973,2.03162889553652,7.37927325062685,4.27904670810157
"sll0063",426.498836489028,491.031093448902,462.686804545025,336.225031112534,293.205142150974,289.449637289809,419.182475100104,423.965477870955,384.646384015857,368.740644539879,374.234571996076,351.737639405949
"sll0063a",0,0,0,0,0,0,0,0,0,0,0,0
"sll0064",222.674806896205,187.864122797252,230.169070281281,151.803092405286,111.697197009895,106.691333881568,208.735763111072,205.399424061705,227.115327245544,209.257776240262,183.427649372725,208.817479355357
"sll0065",948.429733076429,969.14031601757,993.484864581449,964.765107931114,1031.92978601187,1060.98604248893,884.560569905116,916.397430429144,887.199448559188,1029.02003558925,967.738977725064,1003.86435772063
"sll0065_5'UTR",9.42538865169122,32.8016722344408,7.82887994154018,21.3277071974368,10.1542906372632,12.8424753746332,9.41021882877783,11.4110791145392,13.5302748146281,6.09488668660957,12.6501827153603,12.8371401243047
"sll0066",513.683681517171,551.664487579232,439.983052714558,661.158923120542,675.260327378001,689.542139345689,425.170796172962,470.487569645614,479.358307718254,1236.24618293397,1117.43280652349,1127.10090291395
"sll0067",252.12914643274,249.491506995292,274.79368594806,312.388181891869,356.669458633869,330.940711577086,228.411675207607,272.110348115934,251.276532271666,491.654192719839,437.485485572878,474.974184599274
"sll0067-as",1.1781735814614,3.97596027084131,6.26310395323214,1.25457101161393,6.34643164828948,5.92729632675377,6.84379551183843,5.26665189901807,2.8993446031346,9.14233002991436,9.48763703652024,10.2697120994438
"sll0068",1819.1000097764,2190.75410923356,2120.84357616323,2180.44441818501,1846.81160965224,2028.12322647092,1695.55033805797,1669.52865198873,1639.0961489721,2681.75014210821,2594.34163854181,2625.62306009112
"sll0069",173.191516474826,174.942251917018,209.031094439123,159.330518474969,173.892227163132,172.879476196985,202.747442038213,186.088367098638,187.490951002704,185.894043941592,163.398193406737,237.914996970447
"sll0070",164.944301404596,199.792003609776,176.149798684654,146.78480835883,157.391504877579,174.855241639236,180.505106624738,159.755107603548,183.625158198525,181.830786150519,165.506557192631,180.575771081886
"sll0070_5'UTR",9.42538865169122,5.96394040626197,14.0919838947723,15.0548521393672,5.07714531863158,1.97576544225126,10.2656932677576,5.26665189901807,3.86579280417947,6.09488668660957,7.37927325062685,6.84647473296251
