GeneID	Name	Product	Cyanobase_category	Biological_Process_GO_Term	Molecular_Function_GO_Term
sll1372	sll1372	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1372-as	sll1372-as	asRNA	N/A	N/A	N/A
sll1373	sll1373	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1374-as	sll1374-as	asRNA	N/A	N/A	N/A
sll1376	sll1376	hypothetical protein	hypothetical protein P Hypothetical	fatty acid biosynthetic process (GO:0006633); metabolic process (GO:0008152); oxidation reduction (GO:0055114); endoplasmic reticulum (GO:0005783)	binding (GO:0005488); catalytic activity (GO:0003824); iron ion binding (GO:0005506); oxidoreductase activity (GO:0016491)
sll1376-as	sll1376-as	asRNA	N/A	N/A	N/A
sll1377	sll1377	probable glycosyltransferase	probable glycosyltransferase O Other categories O7 Other	N/A	N/A
sll1378	sll1378	periplasmic protein;  function unknown	periplasmic protein; function unknown P Hypothetical	N/A	N/A
sll1380	sll1380	periplasmic protein;  function unknown	periplasmic protein; function unknown P Hypothetical	N/A	N/A
sll1381	sll1381	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1382	petF;  fdx	ferredoxin;  petF-like protein	ferredoxin; petF-like protein H Photosynthesis and respiration H9 Soluble electron carriers	electron transport chain (GO:0022900)	2 iron; 2 sulfur cluster binding (GO:0051537); electron carrier activity (GO:0009055); iron-sulfur cluster binding (GO:0051536)
sll1383	suhB	probable myo-inositol-1(or 4)-monophosphatase	probable myo-inositol-1(or 4)-monophosphatase J Regulatory functions	N/A	inositol or phosphatidylinositol phosphatase activity (GO:0004437)
sll1384	sll1384	similar to DnaJ protein	similar to DnaJ protein D Cellular processes D3 Chaperones	N/A	binding (GO:0005488); heat shock protein binding (GO:0031072)
sll1386	sll1386	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1387	pppA	serine/threonine protein phosphatase PppA	serine/threonine protein phosphatase PppA J Regulatory functions	N/A	hydrolase activity (GO:0016787)
sll1388	sll1388	hypothetical protein	hypothetical protein P Hypothetical	response to stress (GO:0006950)	N/A
sll1389	sll1389	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1389-as	sll1389-as	asRNA	N/A	N/A	N/A
sll1390	sll1390	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1392	sll1392	transcriptional regulator	transcriptional regulator J Regulatory functions	regulation of transcription (GO:0045449); regulation of transcription; DNA-dependent (GO:0006355)	DNA binding (GO:0003677); transcription factor activity (GO:0003700)
sll1393	glgA2	glycogen (starch) synthase	glycogen (starch) synthase E Central intermediary metabolism E6 Polysaccharides and glycoproteins	biosynthetic process (GO:0009058); glucan biosynthetic process (GO:0009250)	starch synthase activity (GO:0009011)
sll1394	msrA	peptide methionine sulfoxide reductase	peptide methionine sulfoxide reductase M Translation M4 Protein modification and translation factors	oxidation reduction (GO:0055114); protein metabolic process (GO:0019538)	oxidoreductase activity; acting on sulfur group of donors; disulfide as acceptor (GO:0016671)
sll1395	rfbD	dTDP-6-deoxy-L-mannose-dehydrogenase	dTDP-6-deoxy-L-mannose-dehydrogenase C Cell envelope C3 Surface polysaccharides; lipopolysaccharides and antigens	extracellular polysaccharide biosynthetic process (GO:0045226); metabolic process (GO:0008152)	binding (GO:0005488); catalytic activity (GO:0003824); dTDP-4-dehydrorhamnose reductase activity (GO:0008831)
sll1396	sll1396	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1397	sll1397	putative transposase [ISY100a: 52234 - 53180]	putative transposase [ISY100a: 52234 - 53180] O Other categories O8 Transposon-related functions	N/A	N/A
sll1398	psb28;  psbW;  psb13;  ycf79	photosystem II reaction center 13 kDa protein	photosystem II reaction center 13 kDa protein H Photosynthesis and respiration H7 Photosystem II	photosynthesis (GO:0015979); membrane (GO:0016020); oxygen evolving complex (GO:0009654)	N/A
sll1399	sll1399	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1400	sll1400	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1401	sll1401	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1404	exbB	biopolymer transport ExbB protein homolog	biopolymer transport ExbB protein homolog N Transport and binding proteins	transport (GO:0006810); membrane (GO:0016020)	protein transporter activity (GO:0008565)
sll1405	sll1405	biopolymer transport ExbD protein homolog	biopolymer transport ExbD protein homolog N Transport and binding proteins	transport (GO:0006810); membrane (GO:0016020)	transporter activity (GO:0005215)
sll1406	fhuA	ferrichrome-iron receptor	ferrichrome-iron receptor N Transport and binding proteins	siderophore transport (GO:0015891); transport (GO:0006810); membrane (GO:0016020)	iron ion binding (GO:0005506); receptor activity (GO:0004872); siderophore-iron transmembrane transporter activity (GO:0015343); transporter activity (GO:0005215)
sll1407	sll1407	probable methyltransferase	probable methyltransferase O Other categories O7 Other	metabolic process (GO:0008152)	methyltransferase activity (GO:0008168)
sll1408	pcrR	transcriptional regulator	transcriptional regulator J Regulatory functions	regulation of transcription (GO:0045449); regulation of transcription; DNA-dependent (GO:0006355); intracellular (GO:0005622)	DNA binding (GO:0003677); sequence-specific DNA binding (GO:0043565); transcription factor activity (GO:0003700)
sll1409	fhuA	ferrichrome-iron receptor	ferrichrome-iron receptor N Transport and binding proteins	siderophore transport (GO:0015891); transport (GO:0006810); membrane (GO:0016020)	iron ion binding (GO:0005506); receptor activity (GO:0004872); siderophore-iron transmembrane transporter activity (GO:0015343); transporter activity (GO:0005215)
sll1411	sll1411	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1414	sll1414	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1415	ppnK	hypothetical protein	hypothetical protein P Hypothetical	metabolic process (GO:0008152)	NAD+ kinase activity (GO:0003951)
sll1418	psbP2	photosystem II oxygen-evolving complex 23K prot ein PsbP homolog	photosystem II oxygen-evolving complex 23K protein PsbP homolog H Photosynthesis and respiration H7 Photosystem II	photosynthesis (GO:0015979); extrinsic to membrane (GO:0019898); oxygen evolving complex (GO:0009654)	calcium ion binding (GO:0005509)
sll1418-as	sll1418-as	asRNA	N/A	N/A	N/A
sll1423	ntcA;  ycf28	global nitrogen regulator	global nitrogen regulator J Regulatory functions	regulation of transcription (GO:0045449); regulation of transcription; DNA-dependent (GO:0006355); intracellular (GO:0005622)	DNA binding (GO:0003677); transcription factor activity (GO:0003700)
sll1424	sll1424	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1424-as	sll1424-as	asRNA	N/A	N/A	N/A
sll1424-as2	sll1424-as2	asRNA	N/A	N/A	N/A
sll1425	proS	proline-tRNA ligase	proline-tRNA ligase M Translation M1 Aminoacyl tRNA synthetases and tRNA modification	prolyl-tRNA aminoacylation (GO:0006433); tRNA aminoacylation for protein translation (GO:0006418); translation (GO:0006412); cytoplasm (GO:0005737)	ATP binding (GO:0005524); aminoacyl-tRNA ligase activity (GO:0004812); nucleotide binding (GO:0000166); proline-tRNA ligase activity (GO:0004827)
sll1426	sll1426	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1427	hhoB	protease	protease M Translation M2 Degradation of proteins; peptides; and glycopeptides	proteolysis (GO:0006508)	catalytic activity (GO:0003824); protein binding (GO:0005515); serine-type endopeptidase activity (GO:0004252)
sll1428	sll1428	probable sodium-dependent transporter	probable sodium-dependent transporter N Transport and binding proteins	organic anion transport (GO:0015711); sodium ion transport (GO:0006814); integral to membrane (GO:0016021); membrane (GO:0016020)	bile acid:sodium symporter activity (GO:0008508)
sll1429	sll1429	unknown protein	unknown protein Z Unknown	DNA restriction-modification system (GO:0009307)	DNA binding (GO:0003677); endonuclease activity (GO:0004519)
sll1430	apt	adenine phosphoribosyltransferase	adenine phosphoribosyltransferase I Purines; pyrimidines; nucleosides; and nucleotides I2 Interconversions and salvage of nucleosides and nucleotides	adenine salvage (GO:0006168); nucleoside metabolic process (GO:0009116); cytoplasm (GO:0005737)	adenine phosphoribosyltransferase activity (GO:0003999)
sll1432	hypB	putative hydrogenase expression/formation prote in HypB	putative hydrogenase expression/formation protein HypB O Other categories O7b Hydrogenase	protein complex assembly (GO:0006461)	nickel ion binding (GO:0016151)
sll1432-as	sll1432-as	asRNA	N/A	N/A	N/A
sll1433	sll1433	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1434	mrcA	penicillin-binding protein	penicillin-binding protein O Other categories O3 Drug and analog sensitivity	peptidoglycan biosynthetic process (GO:0009252); peptidoglycan-based cell wall biogenesis (GO:0009273); response to antibiotic (GO:0046677); peptidoglycan-based cell wall (GO:0009274)	catalytic activity (GO:0003824); penicillin binding (GO:0008658); peptidase activity (GO:0008233); transferase activity; transferring pentosyl groups (GO:0016763)
sll1434-as	sll1434-as	asRNA	N/A	N/A	N/A
sll1435	pet112	glutamyl-tRNA(Gln) amidotransferase subunit B	glutamyl-tRNA(Gln) amidotransferase subunit B M Translation M1 Aminoacyl tRNA synthetases and tRNA modification	translation (GO:0006412)	carbon-nitrogen ligase activity; with glutamine as amido-N-donor (GO:0016884); ligase activity (GO:0016874)
sll1436	sll1436	transposase	putative transposase [ISY100q: 1901359 - 1902304] O Other categories O8 Transposon-related functions	N/A	N/A
sll1437	sll1437	transposase	putative transposase [ISY100q: 1901359 - 1902304] O Other categories O8 Transposon-related functions	N/A	N/A
sll1439	sll1439	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1440	pdxH	pyridoxamine 5'-phosphate oxidase	pyridoxamine 5&#x27;-phosphate oxidase B Biosynthesis of cofactors; prosthetic groups; and carriers B8 Pyridoxine	oxidation reduction (GO:0055114); pyridoxine biosynthetic process (GO:0008615)	FMN binding (GO:0010181); oxidoreductase activity; acting on the CH-NH2 group of donors (GO:0016638); pyridoxamine-phosphate oxidase activity (GO:0004733)
sll1441	desB	acyl-lipid desaturase (omega-3)	acyl-lipid desaturase (omega-3) G Fatty acid; phospholipid and sterol metabolism	lipid metabolic process (GO:0006629); oxidation reduction (GO:0055114)	oxidoreductase activity (GO:0016491)
sll1442	sll1442	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1443	pyrG	CTP synthetase	CTP synthetase I Purines; pyrimidines; nucleosides; and nucleotides I4 Pyrimidine ribonucleotide biosynthesis	pyrimidine nucleotide biosynthetic process (GO:0006221)	CTP synthase activity (GO:0003883); catalytic activity (GO:0003824)
sll1444	leuD	3-isopropylmalate dehydratase small subunit	3-isopropylmalate dehydratase small subunit A Amino acid biosynthesis A3 Branched chain family	leucine biosynthetic process (GO:0009098); metabolic process (GO:0008152); 3-isopropylmalate dehydratase complex (GO:0009316)	3-isopropylmalate dehydratase activity (GO:0003861)
sll1446	sll1446	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1447	sll1447	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1450	nrtA	nitrate/nitrite transport system substrate-bind ing protein	nitrate/nitrite transport system substrate-binding protein N Transport and binding proteins	N/A	N/A
sll1451	nrtB	nitrate/nitrite transport system permease prote in	nitrate/nitrite transport system permease protein N Transport and binding proteins	nitrate transport (GO:0015706); transport (GO:0006810); integral to membrane (GO:0016021); membrane (GO:0016020)	nitrate transmembrane transporter activity (GO:0015112); transporter activity (GO:0005215)
sll1452	nrtC	nitrate/nitrite transport system ATP-binding pr otein	nitrate/nitrite transport system ATP-binding protein N Transport and binding proteins	nitrate transport (GO:0015706); membrane (GO:0016020)	ATP binding (GO:0005524); ATPase activity (GO:0016887); nitrate transmembrane transporter activity (GO:0015112); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
sll1453	nrtD	nitrate/nitrite transport system ATP-binding pr otein	nitrate/nitrite transport system ATP-binding protein N Transport and binding proteins	nitrate transport (GO:0015706); membrane (GO:0016020)	ATP binding (GO:0005524); ATPase activity (GO:0016887); nitrate transmembrane transporter activity (GO:0015112); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
sll1453-as	sll1453-as	asRNA	N/A	N/A	N/A
sll1454	narB	ferredoxin-nitrate reductase	ferredoxin-nitrate reductase A Amino acid biosynthesis A4 Glutamate family / Nitrogen assimilation	N/A	binding (GO:0005488); electron carrier activity (GO:0009055); molybdenum ion binding (GO:0030151); oxidoreductase activity (GO:0016491)
sll1455	sll1455	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1456	sll1456	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1457	rfbJ	probable glycosyltransferase	probable glycosyltransferase C Cell envelope C3 Surface polysaccharides; lipopolysaccharides and antigens	N/A	N/A
sll1459	surE	stationary-phase survival protein SurE homolog	stationary-phase survival protein SurE homolog O Other categories O7 Other	N/A	hydrolase activity (GO:0016787)
sll1459-as	sll1459-as	asRNA	N/A	N/A	N/A
sll1461	sll1461	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1462	hypE	putative hydrogenase expression/formation prote in HypE	putative hydrogenase expression/formation protein HypE O Other categories O7b Hydrogenase	N/A	catalytic activity (GO:0003824)
sll1463	ftsH4	cell division protein FtsH	cell division protein FtsH D Cellular processes D1 Cell division	protein catabolic process (GO:0030163); proteolysis (GO:0006508); membrane (GO:0016020)	ATP binding (GO:0005524); metalloendopeptidase activity (GO:0004222); nucleoside-triphosphatase activity (GO:0017111); nucleotide binding (GO:0000166)
sll1464	sll1464	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1464-as	sll1464-as	asRNA	N/A	N/A	N/A
sll1466	sll1466	probable glycosyltransferase	probable glycosyltransferase O Other categories O7 Other	biosynthetic process (GO:0009058)	N/A
sll1468	crtR	beta-carotene hydroxylase	beta-carotene hydroxylase B Biosynthesis of cofactors; prosthetic groups; and carriers B13 Carotenoid	lipid metabolic process (GO:0006629); oxidation reduction (GO:0055114)	oxidoreductase activity (GO:0016491)
sll1469	sll1469	hypothetical protein	hypothetical protein P Hypothetical	metabolic process (GO:0008152)	N-acetyltransferase activity (GO:0008080)
sll1470	leuC	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit A Amino acid biosynthesis A3 Branched chain family	cellular amino acid biosynthetic process (GO:0008652); leucine biosynthetic process (GO:0009098); metabolic process (GO:0008152)	3-isopropylmalate dehydratase activity (GO:0003861); 4 iron; 4 sulfur cluster binding (GO:0051539); hydro-lyase activity (GO:0016836)
sll1470-as	sll1470-as	asRNA	N/A	N/A	N/A
sll1471	cpcG2	phycobilisome rod-core linker polypeptide	phycobilisome rod-core linker polypeptide H Photosynthesis and respiration H8 Phycobilisome	photosynthesis (GO:0015979); phycobilisome (GO:0030089)	N/A
sll1472	sll1472	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1473	sll1473; ccaS	a part of phytochrome-like sensor histidine kin ase gene (disrupted by insertion of IS)	a part of phytochrome-like sensor histidine kinase gene (disrupted by insertion of IS) P Hypothetical	protein-chromophore linkage (GO:0018298); regulation of transcription (GO:0045449); regulation of transcription; DNA-dependent (GO:0006355); sensory perception (GO:0007600); signal transduction (GO:0007165); two-component signal transduction system (phosphorelay) (GO:0000160)	G-protein coupled photoreceptor activity (GO:0008020); signal transducer activity (GO:0004871); two-component sensor activity (GO:0000155)
sll1473-as	sll1473-as	asRNA	N/A	N/A	N/A
sll1474	NA	unknown protein			
sll1475	hik32; ccaS	a part of phytochrome-like sensor histidine kin ase gene (disrupted by insertion of IS)	a part of phytochrome-like sensor histidine kinase gene (disrupted by insertion of IS) J Regulatory functions	peptidyl-histidine phosphorylation (GO:0018106); phosphorylation (GO:0016310); regulation of transcription; DNA-dependent (GO:0006355); signal transduction (GO:0007165); two-component signal transduction system (phosphorelay) (GO:0000160); membrane (GO:0016020)	ATP binding (GO:0005524); protein histidine kinase activity (GO:0004673); signal transducer activity (GO:0004871); transferase activity; transferring phosphorus-containing groups (GO:0016772); two-component sensor activity (GO:0000155)
sll1476	sll1476	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1476-as	sll1476-as	asRNA	N/A	N/A	N/A
sll1477	sll1477	hypothetical protein	hypothetical protein P Hypothetical	membrane (GO:0016020)	N/A
sll1479	devB	6-phosphogluconolactonase	6-phosphogluconolactonase F Energy metabolism F10 Pentose phosphate pathway	carbohydrate metabolic process (GO:0005975); pentose-phosphate shunt (GO:0006098)	6-phosphogluconolactonase activity (GO:0017057)
sll1479-as	sll1479-as	asRNA	N/A	N/A	N/A
sll1481	sll1481	ABC-transporter membrane fusion protein	ABC-transporter membrane fusion protein N Transport and binding proteins	N/A	N/A
sll1482	sll1482	ABC transporter permease protein	ABC transporter permease protein N Transport and binding proteins	membrane (GO:0016020)	N/A
sll1482-as	sll1482-as	asRNA	N/A	N/A	N/A
sll1483	sll1483	periplasmic protein;  similar to transforming gr owth factor induced protein	periplasmic protein; similar to transforming growth factor induced protein P Hypothetical	N/A	N/A
sll1484	ndbC	type 2 NADH dehydrogenase	type 2 NADH dehydrogenase H Photosynthesis and respiration H5 NADH dehydrogenase	oxidation reduction (GO:0055114)	oxidoreductase activity (GO:0016491)
sll1485	sll1485	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1485-as	sll1485-as	asRNA	N/A	N/A	N/A
sll1486	sll1486	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1488	sll1488	hypothetical protein	hypothetical protein P Hypothetical	proteolysis (GO:0006508)	metalloendopeptidase activity (GO:0004222)
sll1489	cpmA	circadian phase modifier CpmA homolog	circadian phase modifier CpmA homolog O Other categories O7 Other	de novo IMP biosynthetic process (GO:0006189)	phosphoribosylaminoimidazole carboxylase activity (GO:0004638)
sll1491	sll1491	periplasmic WD-repeat protein	periplasmic WD-repeat protein O Other categories O7a WD repeat proteins	N/A	N/A
sll1495	sll1495	hypothetical protein	hypothetical protein P Hypothetical	N/A	oxidoreductase activity (GO:0016491)
sll1496	sll1496	mannose-1-phosphate guanyltransferase	mannose-1-phosphate guanyltransferase F Energy metabolism F12 Sugars	biosynthetic process (GO:0009058); carbohydrate metabolic process (GO:0005975)	intramolecular transferase activity; phosphotransferases (GO:0016868); nucleotidyltransferase activity (GO:0016779); transferase activity (GO:0016740)
sll1496-as	sll1496-as	asRNA	N/A	N/A	N/A
sll1496-as2	sll1496-as2	asRNA	N/A	N/A	N/A
sll1498	carA	carbamoyl-phosphate synthase small chain	carbamoyl-phosphate synthase small chain F Energy metabolism F2 Amino acids and amines	biosynthetic process (GO:0009058); glutamine metabolic process (GO:0006541); nitrogen compound metabolic process (GO:0006807)	carbamoyl-phosphate synthase activity (GO:0004086); catalytic activity (GO:0003824)
sll1498-as	sll1498-as	asRNA	N/A	N/A	N/A
sll1498-as2	sll1498-as2	asRNA	N/A	N/A	N/A
sll1498-as3	sll1498-as3	asRNA	N/A	N/A	N/A
sll1499	glsF	ferredoxin-dependent glutamate synthase	ferredoxin-dependent glutamate synthase A Amino acid biosynthesis A4 Glutamate family / Nitrogen assimilation	glutamate biosynthetic process (GO:0006537); metabolic process (GO:0008152); nitrogen compound metabolic process (GO:0006807); oxidation reduction (GO:0055114)	catalytic activity (GO:0003824); glutamate synthase activity (GO:0015930); oxidoreductase activity (GO:0016491)
sll1499-as	sll1499-as	asRNA	N/A	N/A	N/A
sll1500	sll1500	hypothetical protein	hypothetical protein P Hypothetical	cobalamin biosynthetic process (GO:0009236)	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity (GO:0008939)
sll1500-as	sll1500-as	asRNA	N/A	N/A	N/A
sll1500-as2	sll1500-as2	asRNA	N/A	N/A	N/A
sll1501	cobB	cobyrinic acid a; c-diamide synthase	cobyrinic acid a;c-diamide synthase B Biosynthesis of cofactors; prosthetic groups; and carriers B3 Cobalamin; heme; phycobilin and porphyrin	cobalamin biosynthetic process (GO:0009236)	catalytic activity (GO:0003824); cobyrinic acid a;c-diamide synthase activity (GO:0042242)
sll1502	gltB	NADH-dependent glutamate synthase large subunit	NADH-dependent glutamate synthase large subunit A Amino acid biosynthesis A4 Glutamate family / Nitrogen assimilation	glutamate biosynthetic process (GO:0006537); metabolic process (GO:0008152); nitrogen compound metabolic process (GO:0006807); oxidation reduction (GO:0055114)	catalytic activity (GO:0003824); glutamate synthase activity (GO:0015930); oxidoreductase activity (GO:0016491)
sll1503	sll1503	unknown protein	unknown protein Z Unknown	RNA-dependent DNA replication (GO:0006278)	RNA binding (GO:0003723); RNA-directed DNA polymerase activity (GO:0003964)
sll1503-as	sll1503-as	asRNA	N/A	N/A	N/A
sll1503-as2	sll1503-as2	asRNA	N/A	N/A	N/A
sll1504	sll1504	hypothetical protein	hypothetical protein P Hypothetical	N/A	nucleotidyltransferase activity (GO:0016779)
sll1505	sll1505	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1507	sll1507	salt-induced periplasmic protein	salt-induced periplasmic protein P Hypothetical	N/A	N/A
sll1508	lpxC	UDP-3-0-acyl N-acetylglcosamine deacetylase	UDP-3-0-acyl N-acetylglcosamine deacetylase C Cell envelope C3 Surface polysaccharides; lipopolysaccharides and antigens	lipid A biosynthetic process (GO:0009245)	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity (GO:0008759)
sll1509	ycf20	hypothetical protein YCF20	hypothetical protein YCF20 P Hypothetical	N/A	N/A
sll1510	sll1510	unknown protein	unknown protein Z Unknown	fatty acid biosynthetic process (GO:0006633); oxidation reduction (GO:0055114); endoplasmic reticulum (GO:0005783)	iron ion binding (GO:0005506); oxidoreductase activity (GO:0016491)
sll1511	sll1511	unknown protein	unknown protein Z Unknown	N/A	transferase activity (GO:0016740)
sll1512	sll1512	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1513	ccsA;  ycf5	c-type cytochrome synthesis protein	c-type cytochrome synthesis protein O Other categories O7 Other	protein complex assembly (GO:0006461); respiratory chain complex IV assembly (GO:0008535); membrane (GO:0016020)	N/A
sll1513-as	sll1513-as	asRNA	N/A	N/A	N/A
sll1514	hspA	16.6 kDa small heat shock protein;  molecular ch aperone	16.6 kDa small heat shock protein; molecular chaperone D Cellular processes D3 Chaperones	N/A	N/A
sll1515	gifB	glutamine synthetase inactivating factor IF17	glutamine synthetase inactivating factor IF17 Z Unknown	N/A	N/A
sll1515-as	sll1515-as	asRNA	N/A	N/A	N/A
sll1515-as2	sll1515-as2	asRNA	N/A	N/A	N/A
sll1516	sll1516	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1516-as	sll1516-as	asRNA	N/A	N/A	N/A
sll1520	recN	DNA repair protein RecN	DNA repair protein RecN K2 DNA replication; restriction; modification; recombination; and repair	DNA recombination (GO:0006310); DNA repair (GO:0006281); chromosome (GO:0005694)	ATP binding (GO:0005524)
sll1521	sll1521	flavoprotein	flavoprotein O Other categories O7 Other	N/A	FMN binding (GO:0010181); electron carrier activity (GO:0009055); hydrolase activity (GO:0016787); oxidoreductase activity (GO:0016491)
sll1521-as	sll1521-as	asRNA	N/A	N/A	N/A
sll1522	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phos phatidyltransferase	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase G Fatty acid; phospholipid and sterol metabolism	phospholipid biosynthetic process (GO:0008654); integral to membrane (GO:0016021); membrane (GO:0016020)	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity (GO:0008444); phosphotransferase activity; for other substituted phosphate groups (GO:0016780)
sll1524	sll1524	hypothetical protein	hypothetical protein P Hypothetical	metabolic process (GO:0008152)	catalytic activity (GO:0003824); hydrolase activity (GO:0016787)
sll1524-as	sll1524-as	asRNA	N/A	N/A	N/A
sll1525	prk	phosphoribulokinase	phosphoribulokinase H Photosynthesis and respiration H2 CO2 fixation	carbohydrate metabolic process (GO:0005975)	ATP binding (GO:0005524); phosphoribulokinase activity (GO:0008974)
sll1525-as	sll1525-as	asRNA	N/A	N/A	N/A
sll1526	sll1526	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1527	sll1527	unknown protein	unknown protein Z Unknown	biosynthetic process (GO:0009058)	N/A
sll1527-as	sll1527-as	asRNA	N/A	N/A	N/A
sll1528	sll1528	unknown protein	unknown protein Z Unknown	biosynthetic process (GO:0009058)	N/A
sll1528-as	sll1528-as	asRNA	N/A	N/A	N/A
sll1528-as2	sll1528-as2	asRNA	N/A	N/A	N/A
sll1530	sll1530	unknown protein	unknown protein Z Unknown	protein modification process (GO:0006464)	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity (GO:0004719)
sll1531	sll1531	unknown protein	unknown protein Z Unknown	N/A	N/A
sll1531-as	sll1531-as	asRNA	N/A	N/A	N/A
sll1532	sll1532	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1533	pilT2	twitching mobility protein	twitching mobility protein D Cellular processes D7 Chemotaxis	transport (GO:0006810); intracellular (GO:0005622)	ATP binding (GO:0005524)
sll1534	sll1534	probable glycosyltransferase	probable glycosyltransferase O Other categories O7 Other	biosynthetic process (GO:0009058)	N/A
sll1534-as	sll1534-as	asRNA	N/A	N/A	N/A
sll1535	rfbP	putative sugar transferase	putative sugar transferase C Cell envelope C3 Surface polysaccharides; lipopolysaccharides and antigens	N/A	N/A
sll1536	moeB	molybdopterin biosynthesis MoeB protein	molybdopterin biosynthesis MoeB protein B Biosynthesis of cofactors; prosthetic groups; and carriers B6 Molybdopterin	metabolic process (GO:0008152)	binding (GO:0005488); catalytic activity (GO:0003824)
sll1537	sll1537	similar to mutator MutT protein	similar to mutator MutT protein K2 DNA replication; restriction; modification; recombination; and repair	N/A	hydrolase activity (GO:0016787)
sll1538	bgl	similar to beta-hexosaminidase a precursor	similar to beta-hexosaminidase a precursor F Energy metabolism F12 Sugars	carbohydrate metabolic process (GO:0005975)	hydrolase activity; hydrolyzing O-glycosyl compounds (GO:0004553)
sll1540	dpm1	dolichyl-phosphate-mannose synthase	dolichyl-phosphate-mannose synthase E Central intermediary metabolism E6 Polysaccharides and glycoproteins	polysaccharide biosynthetic process (GO:0000271); transport (GO:0006810); integral to membrane (GO:0016021)	N/A
sll1540-as	sll1540-as	asRNA	N/A	N/A	N/A
sll1541	sll1541	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1542	sll1542	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1543	sll1543	hypothetical protein	hypothetical protein P Hypothetical	N/A	N/A
sll1543-as	sll1543-as	asRNA	N/A	N/A	N/A
sll1544	sll1544	two-component response regulator NarL subfamily	two-component response regulator NarL subfamily J Regulatory functions	regulation of transcription; DNA-dependent (GO:0006355); two-component signal transduction system (phosphorelay) (GO:0000160); intracellular (GO:0005622)	DNA binding (GO:0003677); sequence-specific DNA binding (GO:0043565); transcription factor activity (GO:0003700); two-component response regulator activity (GO:0000156)
sll1545	gst1	glutathione S-transferase	glutathione S-transferase B Biosynthesis of cofactors; prosthetic groups; and carriers B10 Thioredoxin; glutaredoxin; and glutathione	N/A	N/A
sll1546	ppx	exopolyphosphatase	exopolyphosphatase E Central intermediary metabolism E4 Phosphorus compounds	N/A	N/A
sll1546-as	sll1546-as	asRNA	N/A	N/A	N/A
sll1547	sll1547	hypothetical protein	hypothetical protein P Hypothetical	DNA recombination (GO:0006310); DNA repair (GO:0006281); nucleobase; nucleoside; nucleotide and nucleic acid metabolic process (GO:0006139); response to DNA damage stimulus (GO:0006974); cytoplasm (GO:0005737)	hydrolase activity; acting on ester bonds (GO:0016788); nucleic acid binding (GO:0003676)
sll1549	sll1549	salt-enhanced periplasmic protein	salt-enhanced periplasmic protein P Hypothetical	N/A	N/A
sll1550	sll1550	probable porin	probable porin; major outer membrane protein C Cell envelope C1 Membranes; lipoproteins; and porins	transport (GO:0006810); integral to membrane (GO:0016021)	transporter activity (GO:0005215)
